N	L	T	lambda0	lambda1	lambda2	K	h	b	Cost_AP	s0_AP	S0_AP	s1_AP	S1_AP	s2_AP	S2_AP	s3_AP	S3_AP	s4_AP	S4_AP	s5_AP	S5_AP	s6_AP	S6_AP	s7_AP	S7_AP	s8_AP	S8_AP	s9_AP	S9_AP	s10_AP	S10_AP	s11_AP	S11_AP	s12_AP	S12_AP	s13_AP	S13_AP	s14_AP	S14_AP	s15_AP	S15_AP	s16_AP	S16_AP	s17_AP	S17_AP	s18_AP	S18_AP	s19_AP	S19_AP	s20_AP	S20_AP	Sigma	sigma	Simu_AP	Simu_PL_0	Simu_PL_s	Simu_PL_S
12	0	2	3	1	2	50	5	9	379.868489	-1	9	-2	9	-3	9	-4	9	-5	9	-6	9	-7	9	-8	9	-9	9	-10	9	-11	9	-12	9	-13	9	-14	9	-15	9	-16	9	-17	9	-18	9	-19	9	-20	9	-21	9	10	3	379.66481	419.95115	411.53075	430.67596
12	0	2	3	1	2	50	5	19	422.8419957	1	9	0	9	-1	9	-2	9	-3	9	-4	9	-5	9	-6	9	-7	9	-8	9	-9	9	-10	9	-11	9	-12	9	-13	9	-14	9	-15	9	-16	9	-17	9	-18	9	-19	9	10	4	423.01423	514.06356	469.98024	487.40973
12	0	2	3	1	2	50	5	29	443.1631136	1	10	0	10	-1	10	-2	10	-3	10	-4	10	-5	10	-6	10	-7	10	-8	10	-9	10	-10	10	-11	10	-12	10	-13	10	-14	10	-15	10	-16	10	-17	10	-18	10	-19	10	10	5	443.42544	562.40316	494.17072	513.33048
12	0	2	3	1	2	100	1	9	363.6085006	-1	32	-2	32	-3	32	-4	32	-5	32	-6	32	-7	32	-8	32	-9	32	-10	32	-11	32	-12	32	-13	32	-14	32	-15	32	-16	32	-17	32	-18	32	-19	32	-20	32	-21	32	10	5	363.6119	378.44561	367.21846	370.23181
12	0	2	3	1	2	100	1	19	381.8331209	1	34	0	34	-1	34	-2	34	-3	34	-4	34	-5	34	-6	34	-7	34	-8	34	-9	34	-10	34	-11	34	-12	34	-13	34	-14	34	-15	34	-16	34	-17	34	-18	34	-19	34	10	6	381.79928	407.91288	385.67878	388.41107
12	0	2	3	1	2	100	1	29	389.5469773	2	35	1	35	0	35	-1	35	-2	35	-3	35	-4	35	-5	35	-6	35	-7	35	-8	35	-9	35	-10	35	-11	35	-12	35	-13	35	-14	35	-15	35	-16	35	-17	35	-18	35	10	6	389.60446	421.29044	393.64047	396.18357
12	0	2	3	1	2	100	3	9	508.4534725	-2	17	-3	17	-4	17	-5	17	-6	17	-7	17	-8	17	-9	17	-10	17	-11	17	-12	17	-13	17	-14	17	-15	17	-16	17	-17	17	-18	17	-19	17	-20	17	-21	17	-22	17	10	4	508.5284	533.80661	522.6206	538.07429
12	0	2	3	1	2	100	3	19	565.8735997	0	18	-1	18	-2	18	-3	18	-4	18	-5	18	-6	18	-7	18	-8	18	-9	18	-10	18	-11	18	-12	18	-13	18	-14	18	-15	18	-16	18	-17	18	-18	18	-19	18	-20	18	10	5	566.14121	620.73087	583.6599	597.63786
12	0	2	3	1	2	100	3	29	585.0109704	1	19	0	19	-1	19	-2	19	-3	19	-4	19	-5	19	-6	19	-7	19	-8	19	-9	19	-10	19	-11	19	-12	19	-13	19	-14	19	-15	19	-16	19	-17	19	-18	19	-19	19	10	5	584.86779	658.57419	603.8186	617.16778
12	0	2	3	1	2	100	5	9	574.788722	-3	12	-4	12	-5	12	-6	12	-7	12	-8	12	-9	12	-10	12	-11	12	-12	12	-13	12	-14	12	-15	12	-16	12	-17	12	-18	12	-19	12	-20	12	-21	12	-22	12	-23	12	10	3	574.69405	602.91958	596.74493	626.11018
12	0	2	3	1	2	100	5	19	657.6256001	0	13	-1	13	-2	13	-3	13	-4	13	-5	13	-6	13	-7	13	-8	13	-9	13	-10	13	-11	13	-12	13	-13	13	-14	13	-15	13	-16	13	-17	13	-18	13	-19	13	-20	13	10	4	657.68735	728.77927	690.86539	723.74749
12	0	2	3	1	2	100	5	29	685.7042534	1	14	0	14	-1	14	-2	14	-3	14	-4	14	-5	14	-6	14	-7	14	-8	14	-9	14	-10	14	-11	14	-12	14	-13	14	-14	14	-15	14	-16	14	-17	14	-18	14	-19	14	10	5	685.2292	784.40195	722.22574	753.16992
12	0	2	3	1	2	200	1	9	536.7134151	-3	32	-4	32	-5	32	-6	32	-7	32	-8	32	-9	32	-10	32	-11	32	-12	32	-13	32	-14	32	-15	32	-16	32	-17	32	-18	32	-19	32	-20	32	-21	32	-22	32	-23	32	10	5	536.83362	544.39866	538.6964	540.32504
12	0	2	3	1	2	200	1	19	584.8215356	0	35	-1	35	-2	35	-3	35	-4	35	-5	35	-6	35	-7	35	-8	35	-9	35	-10	35	-11	35	-12	35	-13	35	-14	35	-15	35	-16	35	-17	35	-18	35	-19	35	-20	35	10	6	584.82967	609.10464	588.39633	591.18702
12	0	2	3	1	2	200	1	29	593.8561144	1	36	0	36	-1	36	-2	36	-3	36	-4	36	-5	36	-6	36	-7	36	-8	36	-9	36	-10	36	-11	36	-12	36	-13	36	-14	36	-15	36	-16	36	-17	36	-18	36	-19	36	10	6	593.82335	624.20114	597.48832	600.09583
12	0	2	3	1	2	200	3	9	740.4270462	-5	26	-6	26	-7	26	-8	26	-9	26	-10	26	-11	26	-12	26	-13	26	-14	26	-15	26	-16	26	-17	26	-18	26	-19	26	-20	26	-21	26	-22	26	-23	26	-24	26	-25	26	10	4	740.50068	757.83441	750.14031	760.56558
12	0	2	3	1	2	200	3	19	838.1228662	-2	28	-3	28	-4	28	-5	28	-6	28	-7	28	-8	28	-9	28	-10	28	-11	28	-12	28	-13	28	-14	28	-15	28	-16	28	-17	28	-18	28	-19	28	-20	28	-21	28	-22	28	10	5	838.01953	872.1004	848.92161	858.34304
12	0	2	3	1	2	200	3	29	887.078892	0	28	-1	28	-2	28	-3	28	-4	28	-5	28	-6	28	-7	28	-8	28	-9	28	-10	28	-11	28	-12	28	-13	28	-14	28	-15	28	-16	28	-17	28	-18	28	-19	28	-20	28	10	5	887.17454	946.52449	901.41136	912.35506
12	0	2	3	1	2	200	5	9	846.6340162	-6	16	-6	16	-7	16	-8	16	-9	16	-10	16	-11	16	-12	16	-13	16	-14	16	-15	16	-16	16	-17	16	-18	16	-19	16	-20	16	-21	16	-22	16	-23	16	-24	16	-25	16	10	3	846.78146	865.50128	861.41583	881.55489
12	0	2	3	1	2	200	5	19	980.6114413	-1	18	-2	18	-3	18	-4	18	-5	18	-6	18	-7	18	-8	18	-9	18	-10	18	-11	18	-12	18	-13	18	-14	18	-15	18	-16	18	-17	18	-18	18	-19	18	-20	18	-21	18	10	4	980.81059	1032.42694	1004.79878	1028.84057
12	0	2	3	1	2	200	5	29	1040.502668	0	19	-1	19	-2	19	-3	19	-4	19	-5	19	-6	19	-7	19	-8	19	-9	19	-10	19	-11	19	-12	19	-13	19	-14	19	-15	19	-16	19	-17	19	-18	19	-19	19	-20	19	10	5	1040.92995	1120.59672	1068.35793	1091.25857
12	0	2	4	1	1	50	1	9	266.7347053	1	23	0	23	-1	23	-2	23	-3	23	-4	23	-5	23	-6	23	-7	23	-8	23	-9	23	-10	23	-11	23	-12	23	-13	23	-14	23	-15	23	-16	23	-17	23	-18	23	-19	23	11	6	266.65815	279.27012	270.06916	272.04615
12	0	2	4	1	1	50	1	19	280.1371496	3	24	2	24	1	24	0	24	-1	24	-2	24	-3	24	-4	24	-5	24	-6	24	-7	24	-8	24	-9	24	-10	24	-11	24	-12	24	-13	24	-14	24	-15	24	-16	24	-17	24	11	7	280.0424	295.71854	283.71641	285.46632
12	0	2	4	1	1	50	1	29	287.0605511	4	25	3	25	2	25	1	25	0	25	-1	25	-2	25	-3	25	-4	25	-5	25	-6	25	-7	25	-8	25	-9	25	-10	25	-11	25	-12	25	-13	25	-14	25	-15	25	-16	25	11	8	286.83406	304.95094	290.59758	292.24206
12	0	2	4	1	1	50	3	9	387.8505896	0	13	-1	13	-2	13	-3	13	-4	13	-5	13	-6	13	-7	13	-8	13	-9	13	-10	13	-11	13	-12	13	-13	13	-14	13	-15	13	-16	13	-17	13	-18	13	-19	13	-20	13	11	5	387.77289	411.31518	400.56111	409.61583
12	0	2	4	1	1	50	3	19	423.6387268	2	14	1	14	0	14	-1	14	-2	14	-3	14	-4	14	-5	14	-6	14	-7	14	-8	14	-9	14	-10	14	-11	14	-12	14	-13	14	-14	14	-15	14	-16	14	-17	14	-18	14	11	6	423.71598	459.13578	439.54082	448.22633
12	0	2	4	1	1	50	3	29	442.5127015	3	14	2	14	1	14	0	14	-1	14	-2	14	-3	14	-4	14	-5	14	-6	14	-7	14	-8	14	-9	14	-10	14	-11	14	-12	14	-13	14	-14	14	-15	14	-16	14	-17	14	11	7	442.52288	481.82484	459.87238	468.37739
12	0	2	4	1	1	50	5	9	444.7467342	-1	10	-2	10	-3	10	-4	10	-5	10	-6	10	-7	10	-8	10	-9	10	-10	10	-11	10	-12	10	-13	10	-14	10	-15	10	-16	10	-17	10	-18	10	-19	10	-20	10	-21	10	11	4	444.77531	470.91527	464.59816	472.29711
12	0	2	4	1	1	50	5	19	499.3306042	1	11	0	11	-1	11	-2	11	-3	11	-4	11	-5	11	-6	11	-7	11	-8	11	-9	11	-10	11	-11	11	-12	11	-13	11	-14	11	-15	11	-16	11	-17	11	-18	11	-19	11	11	5	499.40105	551.46333	526.90292	535.96035
12	0	2	4	1	1	50	5	29	527.4495587	2	11	1	11	0	11	-1	11	-2	11	-3	11	-4	11	-5	11	-6	11	-7	11	-8	11	-9	11	-10	11	-11	11	-12	11	-13	11	-14	11	-15	11	-16	11	-17	11	-18	11	11	6	527.46272	592.87802	558.49686	566.76462
12	0	2	4	1	1	100	1	9	386.021406	0	33	-1	33	-2	33	-3	33	-4	33	-5	33	-6	33	-7	33	-8	33	-9	33	-10	33	-11	33	-12	33	-13	33	-14	33	-15	33	-16	33	-17	33	-18	33	-19	33	-20	33	11	6	386.01779	395.55446	388.24378	389.64728
12	0	2	4	1	1	100	1	19	405.1611344	2	36	1	36	0	36	-1	36	-2	36	-3	36	-4	36	-5	36	-6	36	-7	36	-8	36	-9	36	-10	36	-11	36	-12	36	-13	36	-14	36	-15	36	-16	36	-17	36	-18	36	11	7	405.15204	418.55312	407.48015	408.75529
12	0	2	4	1	1	100	1	29	413.9448823	3	37	2	37	1	37	0	37	-1	37	-2	37	-3	37	-4	37	-5	37	-6	37	-7	37	-8	37	-9	37	-10	37	-11	37	-12	37	-13	37	-14	37	-15	37	-16	37	-17	37	11	8	413.99355	429.38849	416.31529	417.54265
12	0	2	4	1	1	100	3	9	561.4660718	-2	18	-3	18	-4	18	-5	18	-6	18	-7	18	-8	18	-9	18	-10	18	-11	18	-12	18	-13	18	-14	18	-15	18	-16	18	-17	18	-18	18	-19	18	-20	18	-21	18	-22	18	11	5	561.60475	578.47354	570.48877	578.0731
12	0	2	4	1	1	100	3	19	622.4966737	1	20	0	20	-1	20	-2	20	-3	20	-4	20	-5	20	-6	20	-7	20	-8	20	-9	20	-10	20	-11	20	-12	20	-13	20	-14	20	-15	20	-16	20	-17	20	-18	20	-19	20	11	6	622.76375	654.66418	633.56076	640.36232
12	0	2	4	1	1	100	3	29	646.0973809	2	20	1	20	0	20	-1	20	-2	20	-3	20	-4	20	-5	20	-6	20	-7	20	-8	20	-9	20	-10	20	-11	20	-12	20	-13	20	-14	20	-15	20	-16	20	-17	20	-18	20	11	7	646.10174	686.71885	657.93408	664.24485
12	0	2	4	1	1	100	5	9	644.7306953	-3	13	-4	13	-5	13	-6	13	-7	13	-8	13	-9	13	-10	13	-11	13	-12	13	-13	13	-14	13	-15	13	-16	13	-17	13	-18	13	-19	13	-20	13	-21	13	-22	13	-23	13	11	4	644.47058	663.70088	658.96733	672.91407
12	0	2	4	1	1	100	5	19	738.7434365	0	14	-1	14	-2	14	-3	14	-4	14	-5	14	-6	14	-7	14	-8	14	-9	14	-10	14	-11	14	-12	14	-13	14	-14	14	-15	14	-16	14	-17	14	-18	14	-19	14	-20	14	11	5	739.24628	784.93615	760.20672	775.52749
12	0	2	4	1	1	100	5	29	775.17484	1	15	0	15	-1	15	-2	15	-3	15	-4	15	-5	15	-6	15	-7	15	-8	15	-9	15	-10	15	-11	15	-12	15	-13	15	-14	15	-15	15	-16	15	-17	15	-18	15	-19	15	11	6	775.20851	833.66758	798.22572	813.35632
12	0	2	4	1	1	200	1	9	567.9870024	-3	34	-4	34	-5	34	-6	34	-7	34	-8	34	-9	34	-10	34	-11	34	-12	34	-13	34	-14	34	-15	34	-16	34	-17	34	-18	34	-19	34	-20	34	-21	34	-22	34	-23	34	11	6	567.92177	572.68583	569.04377	569.81234
12	0	2	4	1	1	200	1	19	608.3786865	1	37	0	37	-1	37	-2	37	-3	37	-4	37	-5	37	-6	37	-7	37	-8	37	-9	37	-10	37	-11	37	-12	37	-13	37	-14	37	-15	37	-16	37	-17	37	-18	37	-19	37	11	7	608.49929	621.41967	610.7128	611.96016
12	0	2	4	1	1	200	1	29	618.4838127	3	38	2	38	1	38	0	38	-1	38	-2	38	-3	38	-4	38	-5	38	-6	38	-7	38	-8	38	-9	38	-10	38	-11	38	-12	38	-13	38	-14	38	-15	38	-16	38	-17	38	11	8	618.37497	633.22703	620.50264	621.73895
12	0	2	4	1	1	200	3	9	799.3365869	-5	27	-6	27	-7	27	-8	27	-9	27	-10	27	-11	27	-12	27	-13	27	-14	27	-15	27	-16	27	-17	27	-18	27	-19	27	-20	27	-21	27	-22	27	-23	27	-24	27	-25	27	11	5	799.10377	810.52954	805.10392	810.148
12	0	2	4	1	1	200	3	19	911.4938227	-1	29	-2	29	-3	29	-4	29	-5	29	-6	29	-7	29	-8	29	-9	29	-10	29	-11	29	-12	29	-13	29	-14	29	-15	29	-16	29	-17	29	-18	29	-19	29	-20	29	-21	29	11	6	911.63931	933.66316	918.30182	922.81004
12	0	2	4	1	1	200	3	29	949.8395852	1	29	0	29	-1	29	-2	29	-3	29	-4	29	-5	29	-6	29	-7	29	-8	29	-9	29	-10	29	-11	29	-12	29	-13	29	-14	29	-15	29	-16	29	-17	29	-18	29	-19	29	11	7	949.62516	982.82465	958.22873	963.40116
12	0	2	4	1	1	200	5	9	927.6346018	-5	17	-6	17	-7	17	-8	17	-9	17	-10	17	-11	17	-12	17	-13	17	-14	17	-15	17	-16	17	-17	17	-18	17	-19	17	-20	17	-21	17	-22	17	-23	17	-24	17	-25	17	11	4	927.61394	940.4915	937.32913	947.53837
12	0	2	4	1	1	200	5	19	1077.707348	-1	20	-2	20	-3	20	-4	20	-5	20	-6	20	-7	20	-8	20	-9	20	-10	20	-11	20	-12	20	-13	20	-14	20	-15	20	-16	20	-17	20	-18	20	-19	20	-20	20	-21	20	11	5	1077.83777	1111.40089	1092.88092	1104.66058
12	0	2	4	1	1	200	5	29	1134.521374	0	21	-1	21	-2	21	-3	21	-4	21	-5	21	-6	21	-7	21	-8	21	-9	21	-10	21	-11	21	-12	21	-13	21	-14	21	-15	21	-16	21	-17	21	-18	21	-19	21	-20	21	11	6	1134.0889	1184.71855	1150.67029	1161.81363
12	0	2	5	1	0	50	1	9	288.8545354	2	24	1	24	0	24	-1	24	-2	24	-3	24	-4	24	-5	24	-6	24	-7	24	-8	24	-9	24	-10	24	-11	24	-12	24	-13	24	-14	24	-15	24	-16	24	-17	24	-18	24	13	8	288.7253	288.7253	288.7253	288.7253
12	0	2	5	1	0	50	1	19	304.7737972	4	26	3	26	2	26	1	26	0	26	-1	26	-2	26	-3	26	-4	26	-5	26	-6	26	-7	26	-8	26	-9	26	-10	26	-11	26	-12	26	-13	26	-14	26	-15	26	-16	26	13	9	304.89053	304.89053	304.89053	304.89053
12	0	2	5	1	0	50	1	29	312.8219747	5	27	4	27	3	27	2	27	1	27	0	27	-1	27	-2	27	-3	27	-4	27	-5	27	-6	27	-7	27	-8	27	-9	27	-10	27	-11	27	-12	27	-13	27	-14	27	-15	27	13	9	312.82779	312.82779	312.82779	312.82779
12	0	2	5	1	0	50	3	9	439.004714	1	14	0	14	-1	14	-2	14	-3	14	-4	14	-5	14	-6	14	-7	14	-8	14	-9	14	-10	14	-11	14	-12	14	-13	14	-14	14	-15	14	-16	14	-17	14	-18	14	-19	14	13	6	439.0399	439.0399	439.0399	439.0399
12	0	2	5	1	0	50	3	19	485.567966	3	16	2	16	1	16	0	16	-1	16	-2	16	-3	16	-4	16	-5	16	-6	16	-7	16	-8	16	-9	16	-10	16	-11	16	-12	16	-13	16	-14	16	-15	16	-16	16	-17	16	13	7	485.41942	485.41942	485.41942	485.41942
12	0	2	5	1	0	50	3	29	509.2608062	4	16	3	16	2	16	0	16	-1	16	-2	16	-3	16	-4	16	-5	16	-6	16	-7	16	-8	16	-9	16	-10	16	-11	16	-12	16	-13	16	-14	16	-15	16	-16	16	-17	16	13	8	509.31312	509.31312	509.31312	509.31312
12	0	2	5	1	0	50	5	9	515.4362733	0	11	-1	11	-2	11	-3	11	-4	11	-5	11	-6	11	-7	11	-8	11	-9	11	-10	11	-11	11	-12	11	-13	11	-14	11	-15	11	-16	11	-17	11	-18	11	-19	11	-20	11	13	5	515.48404	515.48404	515.48404	515.48404
12	0	2	5	1	0	50	5	19	588.3284496	2	12	1	12	0	12	-1	12	-2	12	-3	12	-4	12	-5	12	-6	12	-7	12	-8	12	-9	12	-10	12	-11	12	-12	12	-13	12	-14	12	-15	12	-16	12	-17	12	-18	12	13	6	588.68211	588.68211	588.68211	588.68211
12	0	2	5	1	0	50	5	29	626.1900678	3	13	2	13	1	13	0	13	-1	13	-2	13	-3	13	-4	3	-5	3	-6	2	-7	2	-8	1	-9	1	-10	1	-11	0	-12	0	-13	0	-14	0	-15	0	-16	0	-17	0	13	7	626.1787	626.1787	626.1787	626.1787
12	0	2	5	1	0	100	1	9	408.2793429	1	35	0	35	-1	35	-2	35	-3	35	-4	35	-5	35	-6	35	-7	35	-8	35	-9	35	-10	35	-11	35	-12	35	-13	35	-14	35	-15	35	-16	35	-17	35	-18	35	-19	35	13	8	408.31126	408.31126	408.31126	408.31126
12	0	2	5	1	0	100	1	19	429.5843918	3	38	2	38	1	38	0	38	-1	38	-2	38	-3	38	-4	38	-5	38	-6	38	-7	38	-8	38	-9	38	-10	38	-11	38	-12	38	-13	38	-14	38	-15	38	-16	38	-17	38	13	9	429.60084	429.60084	429.60084	429.60084
12	0	2	5	1	0	100	1	29	439.4048694	4	39	3	39	2	39	1	39	0	39	-1	39	-2	39	-3	39	-4	39	-5	39	-6	39	-7	39	-8	39	-9	39	-10	39	-11	39	-12	39	-13	39	-14	39	-15	39	-16	39	13	9	439.28786	439.28786	439.28786	439.28786
12	0	2	5	1	0	100	3	9	618.4242545	-1	20	-2	20	-3	20	-4	20	-5	20	-6	20	-7	20	-8	20	-9	20	-10	20	-11	20	-12	20	-13	20	-14	20	-15	20	-16	20	-17	20	-18	20	-19	20	-20	20	-21	20	13	6	618.1611	618.1611	618.1611	618.1611
12	0	2	5	1	0	100	3	19	684.7615655	2	21	1	21	0	21	-1	21	-2	21	-3	21	-4	21	-5	21	-6	21	-7	21	-8	21	-9	21	-10	21	-11	21	-12	21	-13	21	-14	21	-15	21	-16	21	-17	21	-18	21	13	7	684.8791	684.8791	684.8791	684.8791
12	0	2	5	1	0	100	3	29	712.9439039	3	22	2	22	1	22	0	22	-1	22	-2	22	-3	22	-4	22	-5	22	-6	22	-7	22	-8	22	-9	22	-10	22	-11	22	-12	22	-13	22	-14	22	-15	22	-16	22	-17	22	13	8	712.64549	712.64549	712.64549	712.64549
12	0	2	5	1	0	100	5	9	720.7282608	-2	14	-3	14	-4	14	-5	14	-6	14	-7	14	-8	14	-9	14	-10	14	-11	14	-12	14	-13	14	-14	14	-15	14	-16	14	-17	14	-18	14	-19	14	-20	14	-21	14	-22	14	13	5	720.80038	720.80038	720.80038	720.80038
12	0	2	5	1	0	100	5	19	829.585448	1	16	0	16	-1	16	-2	16	-3	16	-4	16	-5	16	-6	16	-7	16	-8	16	-9	16	-10	16	-11	16	-12	16	-13	16	-14	16	-15	16	-16	16	-17	16	-18	16	-19	16	13	6	829.85222	829.85222	829.85222	829.85222
12	0	2	5	1	0	100	5	29	875.2843951	2	17	1	17	0	17	-1	17	-2	17	-3	17	-4	17	-5	17	-6	17	-7	17	-8	17	-9	17	-10	17	-11	17	-12	17	-13	17	-14	17	-15	17	-16	17	-17	17	-18	17	13	7	874.87745	874.87745	874.87745	874.87745
12	0	2	5	1	0	200	1	9	597.8094647	-2	36	-3	36	-4	36	-5	36	-6	36	-7	36	-8	36	-9	36	-10	36	-11	36	-12	36	-13	36	-14	36	-15	36	-16	36	-17	36	-18	36	-19	36	-20	36	-21	36	-22	36	13	8	597.64358	597.64358	597.64358	597.64358
12	0	2	5	1	0	200	1	19	632.9295219	2	39	1	39	0	39	-1	39	-2	39	-3	39	-4	39	-5	39	-6	39	-7	39	-8	39	-9	39	-10	39	-11	39	-12	39	-13	39	-14	39	-15	39	-16	39	-17	39	-18	39	13	9	633.02819	633.02819	633.02819	633.02819
12	0	2	5	1	0	200	1	29	644.080943	4	40	3	40	1	40	0	40	-1	40	-2	40	-3	40	-4	40	-5	40	-6	40	-7	40	-8	40	-9	40	-10	40	-11	40	-12	40	-13	40	-14	40	-15	40	-16	40	-17	40	13	9	643.86181	643.86181	643.86181	643.86181
12	0	2	5	1	0	200	3	9	858.8816904	-4	29	-5	29	-6	29	-7	29	-8	29	-9	29	-10	29	-11	29	-12	29	-13	29	-14	29	-15	29	-16	29	-17	29	-18	29	-19	29	-20	29	-21	29	-22	29	-23	29	-24	29	13	6	858.68297	858.68297	858.68297	858.68297
12	0	2	5	1	0	200	3	19	978.6926237	0	31	-1	31	-2	31	-3	31	-4	31	-5	31	-6	31	-7	31	-8	31	-9	31	-10	31	-11	31	-12	31	-13	31	-14	31	-15	31	-16	31	-17	31	-18	31	-19	31	-20	31	13	7	978.66658	978.66658	978.66658	978.66658
12	0	2	5	1	0	200	3	29	1016.747868	2	31	1	31	0	31	-1	31	-2	31	-3	31	-4	31	-5	31	-6	31	-7	31	-8	31	-9	31	-10	31	-11	31	-12	31	-13	31	-14	31	-15	31	-16	31	-17	31	-18	31	13	8	1016.89079	1016.89079	1016.89079	1016.89079
12	0	2	5	1	0	200	5	9	1010.217563	-5	18	-6	18	-7	18	-8	18	-9	18	-10	18	-11	18	-12	18	-13	18	-14	18	-15	18	-16	18	-17	18	-18	18	-19	18	-20	18	-21	18	-22	18	-23	18	-24	18	-25	18	13	5	1010.35975	1010.35975	1010.35975	1010.35975
12	0	2	5	1	0	200	5	19	1178.080408	0	21	-1	21	-2	21	-3	21	-4	21	-5	21	-6	21	-7	21	-8	21	-9	21	-10	21	-11	21	-12	21	-13	21	-14	21	-15	21	-16	21	-17	21	-18	21	-19	21	-20	21	13	6	1178.06391	1178.06391	1178.06391	1178.06391
12	0	2	5	1	0	200	5	29	1236.630511	1	22	0	22	-1	22	-2	22	-3	22	-4	22	-5	22	-6	22	-7	22	-8	22	-9	22	-10	22	-11	22	-12	22	-13	22	-14	22	-15	22	-16	22	-17	22	-18	22	-19	22	13	7	1236.50091	1236.50091	1236.50091	1236.50091
